image_link,group_id,entity_name,entity_value
https://m.media-amazon.com/images/I/51vRuJGigWL.jpg,241895,width,225.0 millimetre
https://m.media-amazon.com/images/I/41sPaw79HVL.jpg,478357,width,160.0 centimetre
https://m.media-amazon.com/images/I/71LKdvTfnkL.jpg,369753,item_volume,2.5 ounce
https://m.media-amazon.com/images/I/51EWfSMvmTS.jpg,730429,depth,40.0 millimetre
https://m.media-amazon.com/images/I/81Woj0uc80L.jpg,558374,item_weight,1.41 ounce
https://m.media-amazon.com/images/I/71TCUQNe2JL.jpg,449805,item_weight,250.0 gram
https://m.media-amazon.com/images/I/411HSbm+yXL.jpg,375816,item_weight,100.0 gram
https://m.media-amazon.com/images/I/618ti82rq3L.jpg,589105,depth,9.5 centimetre
https://m.media-amazon.com/images/I/71FVog4nCpL.jpg,329793,item_weight,67.0 gram
https://m.media-amazon.com/images/I/81nxVnqqaCL.jpg,365637,item_weight,8 ounce
https://m.media-amazon.com/images/I/41c9lt34F8L.jpg,658892,depth,25.0 centimetre
https://m.media-amazon.com/images/I/51cqPvcouxL.jpg,210293,height,8.0 centimetre
https://m.media-amazon.com/images/I/41-6P+m3M2L.jpg,681445,depth,10.0 centimetre
https://m.media-amazon.com/images/I/616BZG2bndL.jpg,267182,item_weight,2.5 kilogram
https://m.media-amazon.com/images/I/91HhtyvoMCL.jpg,459516,item_weight,5040.0 milligram
https://m.media-amazon.com/images/I/610eqQIJbkL.jpg,558806,width,6.0 inch
https://m.media-amazon.com/images/I/91faqtTyxwL.jpg,487566,item_weight,2.0 pound
https://m.media-amazon.com/images/I/91nL9Me7vFL.jpg,281678,item_weight,30.6 gram
https://m.media-amazon.com/images/I/518S3mIYdYS.jpg,784538,width,25.4 centimetre
https://m.media-amazon.com/images/I/51eRZdbO1rL.jpg,752266,height,100.0 centimetre
https://m.media-amazon.com/images/I/61-LTgxm+kL.jpg,524635,item_weight,20.0 milligram
https://m.media-amazon.com/images/I/61-uPRLAqSL.jpg,913156,depth,3.4 inch
https://m.media-amazon.com/images/I/51rDL0cl85L.jpg,783898,depth,74.0 millimetre
https://m.media-amazon.com/images/I/61CCInnFxWL.jpg,131797,width,3.2 centimetre
https://m.media-amazon.com/images/I/71qHGsWUE3L.jpg,529606,item_weight,22.0 gram
https://m.media-amazon.com/images/I/51tM-e8baJL.jpg,594224,height,1.97 inch
https://m.media-amazon.com/images/I/6152xtaCXSL.jpg,860821,height,53.5 centimetre
https://m.media-amazon.com/images/I/41yiY-lRbLL.jpg,593646,depth,150.0 centimetre
https://m.media-amazon.com/images/I/61CNt6EfahL.jpg,966161,height,2.0 inch
https://m.media-amazon.com/images/I/81Jew7TpyYL.jpg,375816,item_weight,1.0 kilogram
https://m.media-amazon.com/images/I/618bTzobT5L.jpg,347404,height,7.8 inch
https://m.media-amazon.com/images/I/619JfPw21AL.jpg,237000,item_weight,135.0 gram
https://m.media-amazon.com/images/I/518Z8LK0-hS.jpg,675317,depth,5.4 centimetre
https://m.media-amazon.com/images/I/716Zd6S6FoL.jpg,844474,item_weight,12.0 ounce
https://m.media-amazon.com/images/I/71au22S0fFL.jpg,639090,item_weight,90.0 gram
https://m.media-amazon.com/images/I/61XYjzpRsGL.jpg,120219,item_weight,12.0 gram
https://m.media-amazon.com/images/I/51aeK-rxkWS.jpg,564236,width,190.0 millimetre
https://m.media-amazon.com/images/I/51vaiVUH4aL.jpg,347404,height,20.0 centimetre
https://m.media-amazon.com/images/I/51kKOaLPF6L.jpg,648011,width,100.0 centimetre
https://m.media-amazon.com/images/I/51EGRmn3BxL.jpg,966983,depth,27.5 inch
https://m.media-amazon.com/images/I/519AWP2-QUL.jpg,927180,depth,275.0 millimetre
https://m.media-amazon.com/images/I/71kMOH8k2aL.jpg,297918,item_weight,3.0 gram
https://m.media-amazon.com/images/I/51NdCDdh73L.jpg,966823,height,18.3 centimetre
https://m.media-amazon.com/images/I/515-l1g9UrL.jpg,844474,height,37.0 centimetre
https://m.media-amazon.com/images/I/718gX0d-E0L.jpg,179080,voltage,36.0 volt
https://m.media-amazon.com/images/I/71aFOFGg59L.jpg,459516,item_weight,13.0 milligram
https://m.media-amazon.com/images/I/41XoZSwXJ8L.jpg,299791,item_weight,15.0 gram
https://m.media-amazon.com/images/I/71n61t5I7PL.jpg,281678,item_weight,100.0 gram
https://m.media-amazon.com/images/I/413KztooizL.jpg,120569,item_weight,100 gram
https://m.media-amazon.com/images/I/51-Ui85sf7L.jpg,296366,width,230.0 millimetre
https://m.media-amazon.com/images/I/61JF4fO6gUL.jpg,273748,item_weight,4.0 gram
https://m.media-amazon.com/images/I/51DwIlaLqvL.jpg,752266,height,9.9 inch
https://m.media-amazon.com/images/I/51eHMiPY1IL.jpg,810266,width,9.0 centimetre
https://m.media-amazon.com/images/I/71AT6+7UWPL.jpg,564709,item_weight,2.8 kilogram
https://m.media-amazon.com/images/I/514fFz7jwNL.jpg,522832,width,64.5 centimetre
https://m.media-amazon.com/images/I/61SU7KBIrXL.jpg,412008,wattage,500.0 watt
https://m.media-amazon.com/images/I/613vnbDQNIL.jpg,478357,width,80.0 centimetre
https://m.media-amazon.com/images/I/51hiNSM-1mL.jpg,752266,width,4.0 centimetre
https://m.media-amazon.com/images/I/41rciWHOkoL.jpg,993359,item_weight,1.76 ounce
https://m.media-amazon.com/images/I/41srFr-ngzL.jpg,375816,item_weight,11 gram
https://m.media-amazon.com/images/I/8146UkSOIPL.jpg,281678,item_weight,25.0 gram
https://m.media-amazon.com/images/I/61FVWIg165L.jpg,792578,depth,110.0 centimetre
https://m.media-amazon.com/images/I/51za42WKG1L.jpg,150535,item_weight,2.0 pound
https://m.media-amazon.com/images/I/713LA1ohHdL.jpg,709627,voltage,3.85 volt
https://m.media-amazon.com/images/I/613L9bZgMDL.jpg,630869,depth,22.0 centimetre
https://m.media-amazon.com/images/I/611SFbB-fuL.jpg,120219,height,2.5 inch
https://m.media-amazon.com/images/I/61Es5e+3s9L.jpg,141308,depth,7.64 inch
https://m.media-amazon.com/images/I/61+vcwifhbL.jpg,278850,height,4.0 centimetre
https://m.media-amazon.com/images/I/616EWbOGOKL.jpg,521194,width,148.0 millimetre
https://m.media-amazon.com/images/I/81fjCiXKtFL.jpg,881883,item_weight,85.0 gram
https://m.media-amazon.com/images/I/51AFBQTdM0L.jpg,810266,height,6.8 centimetre
https://m.media-amazon.com/images/I/51f93EdurmL.jpg,932289,depth,43.0 inch
https://m.media-amazon.com/images/I/51Go5he39tL.jpg,281678,item_weight,20.0 gram
https://m.media-amazon.com/images/I/71nLB+-LQIL.jpg,731432,item_weight,500 gram
https://m.media-amazon.com/images/I/61uhkDS3PHL.jpg,860821,voltage,5.0 volt
https://m.media-amazon.com/images/I/518PEEG0bWL.jpg,375816,item_weight,3.0 gram
https://m.media-amazon.com/images/I/61ulFqZy+gL.jpg,881883,item_weight,3.6 ounce
https://m.media-amazon.com/images/I/51IHwBwQdXL.jpg,295706,height,0.5 inch
https://m.media-amazon.com/images/I/610Plf3nDUL.jpg,866516,width,0.39 inch
https://m.media-amazon.com/images/I/610QuSZlVHL.jpg,150535,width,18.0 centimetre
https://m.media-amazon.com/images/I/612oXP1QOcL.jpg,277856,width,12.0 inch
https://m.media-amazon.com/images/I/61pP7QsEE2L.jpg,523149,item_weight,1.7 gram
https://m.media-amazon.com/images/I/618LzFqikwL.jpg,478086,height,27.0 millimetre
https://m.media-amazon.com/images/I/41mGpHgI7VL.jpg,893692,depth,15.0 inch
https://m.media-amazon.com/images/I/71MgIoW0j0L.jpg,648011,voltage,"[110.0, 130.0] volt"
https://m.media-amazon.com/images/I/51I7CPqVT-L.jpg,347320,width,10.0 centimetre
https://m.media-amazon.com/images/I/61wcm1is36L.jpg,681445,item_weight,0.66 pound
https://m.media-amazon.com/images/I/71Jx7mtt4RL.jpg,844474,item_weight,1.9 pound
https://m.media-amazon.com/images/I/51izNct4A5L.jpg,991868,depth,120.0 centimetre
https://m.media-amazon.com/images/I/71IDeKKNuCL.jpg,630390,item_weight,1 kilogram
https://m.media-amazon.com/images/I/61uMmdyeX3L.jpg,308856,item_weight,6.5 kilogram
https://m.media-amazon.com/images/I/61G2TCiZd5L.jpg,894599,depth,4.5 inch
https://m.media-amazon.com/images/I/81YgD+yUF7L.jpg,641642,voltage,4.5 volt
https://m.media-amazon.com/images/I/41MzfSAy9ZL.jpg,130202,width,4.0 centimetre
https://m.media-amazon.com/images/I/71A9t19ib5L.jpg,731432,item_weight,12.0 milligram
https://m.media-amazon.com/images/I/71LWAKH9BOL.jpg,375816,item_weight,1.0 kilogram
https://m.media-amazon.com/images/I/613N88ubpiL.jpg,861555,width,5.0 inch
https://m.media-amazon.com/images/I/61vP-zNx6-L.jpg,483370,item_weight,114.0 gram
https://m.media-amazon.com/images/I/714JkwAb3aL.jpg,748919,item_weight,130.0 gram
https://m.media-amazon.com/images/I/61G8gp7q6gL.jpg,437623,height,8.2 inch
https://m.media-amazon.com/images/I/611MLGD46wL.jpg,140266,width,11.0 centimetre
https://m.media-amazon.com/images/I/51f1djZA6FL.jpg,523149,item_weight,1.8 gram
https://m.media-amazon.com/images/I/51aC1DwD-fL.jpg,536334,depth,11.0 centimetre
https://m.media-amazon.com/images/I/91YBeQlPuWL.jpg,308856,item_weight,232 gram
https://m.media-amazon.com/images/I/51cVYi+qLxL.jpg,276611,width,39.4 inch
https://m.media-amazon.com/images/I/51ZUMtNXIoL.jpg,986932,height,29.0 centimetre
https://m.media-amazon.com/images/I/51za8K1AsRL.jpg,174276,height,4.2 centimetre
https://m.media-amazon.com/images/I/51U1jB28UmL.jpg,826444,height,122.0 millimetre
https://m.media-amazon.com/images/I/51qa70obGTL.jpg,149708,height,75.0 centimetre
https://m.media-amazon.com/images/I/5185iiOfodS.jpg,424775,depth,29.0 millimetre
https://m.media-amazon.com/images/I/716CKkbMUlL.jpg,639090,item_weight,80.0 gram
https://m.media-amazon.com/images/I/616X31hL9wL.jpg,630869,item_weight,20 gram
https://m.media-amazon.com/images/I/51V9-NgHwFL.jpg,932289,depth,86.4 centimetre
https://m.media-amazon.com/images/I/51xIgPwLJYL.jpg,730429,item_weight,1.0 gram
https://m.media-amazon.com/images/I/71yacr9ropL.jpg,318770,wattage,2500.0 watt
https://m.media-amazon.com/images/I/61sEq4ohQYL.jpg,558374,item_weight,25 gram
https://m.media-amazon.com/images/I/51KC3aEGsuL.jpg,941818,depth,16.0 centimetre
https://m.media-amazon.com/images/I/61TmxWklVML.jpg,375816,item_weight,52.0 gram
https://m.media-amazon.com/images/I/613gQClILfL.jpg,991868,depth,25.0 inch
https://m.media-amazon.com/images/I/517DgtdyrCS.jpg,276611,height,78.0 centimetre
https://m.media-amazon.com/images/I/61H8TnM6abS.jpg,731432,item_weight,7.0 gram
https://m.media-amazon.com/images/I/51dtmp5tNZL.jpg,347404,height,4.0 inch
https://m.media-amazon.com/images/I/71fThyDYKKL.jpg,281678,item_weight,20.0 pound
https://m.media-amazon.com/images/I/61Abyj7hGVL.jpg,866516,depth,4.0 centimetre
https://m.media-amazon.com/images/I/41sjfSAiJCL.jpg,403664,height,9.04 inch
https://m.media-amazon.com/images/I/6161Evz76XL.jpg,906725,depth,13.5 centimetre
https://m.media-amazon.com/images/I/51KftrzvhxL.jpg,801829,width,53.0 centimetre
https://m.media-amazon.com/images/I/51v27Y42T2L.jpg,675317,width,18.0 millimetre
https://m.media-amazon.com/images/I/518iLBnN-4L.jpg,866516,height,9.5 centimetre
https://m.media-amazon.com/images/I/617r9m+v5nL.jpg,784538,depth,160.0 centimetre
https://m.media-amazon.com/images/I/715zYlauMjL.jpg,375816,item_weight,1000.0 gram
https://m.media-amazon.com/images/I/612qGNVmqBL.jpg,558806,height,5.62 inch
https://m.media-amazon.com/images/I/71ZEWD2PvsS.jpg,639090,item_weight,1000.0 gram
https://m.media-amazon.com/images/I/81GfAC59d9L.jpg,387046,item_weight,7.9 kilogram
https://m.media-amazon.com/images/I/81Ed7CQoxLL.jpg,487566,item_weight,3.0 microgram
https://m.media-amazon.com/images/I/614xOhdohqL.jpg,966823,height,2.0 inch
https://m.media-amazon.com/images/I/61ms3sLDCLL.jpg,709627,voltage,7.4 volt
https://m.media-amazon.com/images/I/71NOdGPYv5L.jpg,252585,item_volume,10.9 cubic inch
https://m.media-amazon.com/images/I/41MbO2jKPlL.jpg,630390,item_weight,6 pound
https://m.media-amazon.com/images/I/51kjCVwm3FL.jpg,276700,depth,10.0 inch
https://m.media-amazon.com/images/I/51oHj9EsbQL.jpg,810266,item_weight,105.0 gram
https://m.media-amazon.com/images/I/71fWDexJpLL.jpg,397856,item_weight,2.0 pound
https://m.media-amazon.com/images/I/41cCv+wfbyL.jpg,784538,width,24.0 centimetre
https://m.media-amazon.com/images/I/61BN+8xKkdL.jpg,961155,width,1.0 foot
https://m.media-amazon.com/images/I/61CkATGqa8L.jpg,434825,width,5.0 inch
https://m.media-amazon.com/images/I/51gMUv4MB5S.jpg,906725,width,95.0 millimetre
https://m.media-amazon.com/images/I/610DHeNWuiL.jpg,844474,width,11.02 inch
https://m.media-amazon.com/images/I/715GhHvEqfL.jpg,630390,item_weight,1000.0 gram
https://m.media-amazon.com/images/I/51s4tlJ1nNL.jpg,918474,depth,141.7 inch
https://m.media-amazon.com/images/I/61CfRjGgjDL.jpg,558806,height,4.0 inch
